domain,registration_date,last_updated,expiration_date,registrar_name,registrar_email,registrar_url
plus-de-bulles.com,2008-01-22T13:49:03Z,2024-12-22T12:06:02Z,2026-01-22T13:49:03Z,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net
gmail.com.com,,,,,,
bradking.biz,,,,,,
orcon.net.nz,,,,,,
alpha-grep.com,2014-04-01T08:52:31Z,2022-09-15T23:30:25Z,2026-04-01T08:52:31Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
wilmingtongi.com,2000-10-11T16:36:50Z,2024-09-26T13:05:30Z,2025-10-11T16:36:50Z,"DomainPeople, Inc.",abuse@domainpeople.com,https://domainpeople.com
glh.org,,,,,,
hearingcarepartners.com,2018-08-03T19:32:53Z,2022-10-13T19:51:04Z,2028-08-03T19:32:53Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
ecmc.edu,,,,,,
gov.texas.gov,,,,,,
nationalfirstresponse.com,2011-08-31T22:21:23Z,2024-09-01T12:45:30Z,2026-08-31T22:21:23Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
totalhealthcare.org,,,,,,
sorsys.ca,,,,,,
iskra-zmils.com.pl,,,,,,
goon.edu.my,,,,,,
liftagency.co,,,,,,
firstech.net,,,,,,
hs-furtwangen.de,,,,,,
freewill.in,,,,,,
jotautomation.com,1998-11-10T05:00:00Z,2024-09-14T12:19:16Z,2029-11-09T05:00:00Z,"Network Solutions, LLC",domain.operations@web.com,https://web.com
growbusinesstoday.com,2019-01-12T15:50:56Z,2025-01-13T16:32:40Z,2027-01-12T15:50:56Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
intell.com,1997-09-03T04:00:00Z,2021-08-09T04:29:17Z,2027-09-02T04:00:00Z,MarkMonitor Inc.,abusecomplaints@markmonitor.com,https://markmonitor.com
alastudents.org,,,,,,
larisamontanaro.com,2001-07-27T19:46:49Z,2024-07-28T07:36:16Z,2025-07-27T19:46:45Z,IONOS SE,abuse@ionos.com,https://ionos.com
sun.ac.za,,,,,,
mail.nih.gov,,,,,,
activechromewell.com,2013-04-24T09:39:54Z,2023-04-26T13:32:16Z,2028-04-24T09:39:54Z,PDR Ltd. d/b/a PublicDomainRegistry.com,abuse-contact@publicdomainregistry.com,https://publicdomainregistry.com
student.dls.org,,,,,,
kl-re.com,2019-08-13T23:02:59Z,2024-08-08T20:53:13Z,2025-08-13T23:02:59Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
angelafosterperformance.com,2018-12-19T06:22:19Z,2024-12-20T12:44:03Z,2026-12-19T06:22:19Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
ummc.edu.my,,,,,,
omspajackson.com,2008-04-02T20:39:46Z,2025-01-24T23:08:16Z,2025-04-02T20:39:46Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
afi.org,,,,,,
mcculloughsflooring.com,2008-02-04T18:00:38Z,2023-12-19T20:31:20Z,2028-02-04T18:00:38Z,"Wild West Domains, LLC",abuse@wildwestdomains.com,https://wildwestdomains.com
tullianinoleggi.com,2012-05-30T09:42:23Z,2024-05-24T04:44:28Z,2025-05-30T09:42:23Z,TLD Registrar Solutions Ltd.,abuse@tldregistrarsolutions.com,https://tldregistrarsolutions.com
teachfirst.org.uk,,,,,,
kautzconstruction.com,2001-12-17T13:33:41Z,2024-10-28T16:10:14Z,2025-12-17T13:33:41Z,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com
covdevelopment.com,2013-11-15T21:01:12Z,2024-10-22T02:41:29Z,2025-11-15T21:01:12Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
zelandez.com,2016-08-23T13:24:00Z,2024-08-10T12:32:28Z,2026-08-23T13:24:00Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
sbceo.org,,,,,,
uhbc.us,,,,,,
realestateindc.com,2001-04-23T18:43:14Z,2020-04-24T00:59:04Z,2030-04-23T18:43:14Z,"Network Solutions, LLC",domain.operations@web.com,https://web.com
gbn.de,,,,,,
islandcoffeecreations.com,2019-05-24T01:30:38Z,2024-05-10T13:28:16Z,2025-05-24T01:30:38Z,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com
rapidprofitmasters.info,,,,,,
volunteerwelding.com,2001-11-13T14:43:49Z,2025-02-28T07:16:09Z,2026-11-13T14:43:49Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
bia-group.com,2016-12-20T19:30:58Z,2024-12-21T08:34:47Z,2025-12-20T19:30:58Z,InterNetX GmbH,domain-abuse@internetx.com,https://internetx.com
crparadiseadvice.com,2021-03-15T17:10:53Z,2025-02-17T18:40:50Z,2026-03-15T17:10:53Z,Wix.com Ltd.,domain-abuse@wix.com,https://wix.com
bookmyshow.com,2007-02-21T06:30:45Z,2022-09-12T00:51:23Z,2028-02-21T06:30:45Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
morristownhamblen.com,2015-07-31T16:45:57Z,2020-06-01T07:13:53Z,2025-07-31T16:45:57Z,"Network Solutions, LLC",domain.operations@web.com,https://web.com
exdogroup.com,2019-08-07T00:26:28Z,2024-07-23T04:27:43Z,2025-08-07T00:26:28Z,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com
ezecloudconsulting.com,2022-01-14T16:41:57Z,2024-06-05T06:01:39Z,2034-01-14T16:41:57Z,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com
ibaset.com,1998-12-08T05:00:00Z,2022-10-01T06:14:04Z,2029-05-07T11:59:59Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
ebrschools.org,,,,,,
skidmore.edu,,,,,,
thecoppercan.com,2016-08-28T03:15:36Z,2022-09-29T07:35:49Z,2027-08-28T03:15:36Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
ultimatemedical.edu,,,,,,
weddings.com,1997-03-28T05:00:00Z,2022-09-04T23:35:59Z,2028-11-23T19:19:36Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
kessler-rehab.com,1997-02-05T05:00:00Z,2025-02-02T06:13:52Z,2026-02-06T05:00:00Z,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com
centyrylink.net,,,,,,
jeffkudelka.com,2008-09-20T06:15:17Z,2025-02-13T21:33:34Z,2026-02-13T11:59:59Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
snack-goind.de,,,,,,
ghostcreator.com,2004-08-07T21:23:00Z,2024-08-08T16:31:54Z,2025-08-07T21:23:00Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
orda.com,1998-10-12T04:00:00Z,2024-09-21T10:37:13Z,2025-10-11T04:00:00Z,"NameCheap, Inc.",abuse@namecheap.com,https://namecheap.com
bcfe.ie,,,,,,
tlbpcb.com,2011-06-13T03:16:46Z,2020-06-16T16:10:42Z,2030-06-13T03:16:46Z,Whois Corp.,abuse@whois.co.kr,https://whois.co.kr
bjc.org,,,,,,
acaeagles.org,,,,,,
industrialsupportinc.com,2004-08-05T20:18:42Z,2024-07-31T14:03:33Z,2025-08-05T20:18:42Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
dawnmccoy.net,,,,,,
mwcomponents.com,2017-03-15T18:20:17Z,2024-01-15T08:08:37Z,2026-03-15T18:20:17Z,"Network Solutions, LLC",domain.operations@web.com,https://web.com
alphacoreinc.com,2012-09-30T21:40:25Z,2024-09-15T07:24:11Z,2025-09-30T21:40:25Z,FastDomain Inc.,domain.operations@web.com,https://web.com
restaurant-lepre.com,2012-07-03T13:28:55Z,2024-07-01T08:51:09Z,2025-07-03T13:28:55Z,Ligne Web Services SARL dba LWS,abuse@lws.fr,https://lws.fr
sunhealthmedicalclinic.com,2003-11-05T00:55:18Z,2024-10-31T16:49:34Z,2025-11-05T00:55:18Z,"eNom, LLC",domainabuse@tucows.com,https://tucows.com
frankbanks.com,2001-03-11T02:25:26Z,2025-02-07T09:12:28Z,2026-03-11T01:25:26Z,"DreamHost, LLC",domain-abuse@dreamhost.com,https://dreamhost.com
ytnhy.com,2024-07-07T22:38:05Z,2024-07-07T22:38:05Z,2025-07-07T22:38:05Z,CSL Computer Service Langenbach GmbH d/b/a joker.com,abuse@joker.com,https://joker.com
commerce.fl.gov,,,,,,
brllsouth.net,,,,,,
triaxis.pt,,,,,,
materion.com,1999-03-23T05:00:00Z,2024-03-19T05:15:02Z,2025-03-23T04:00:00Z,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com
mail.usf.edu,,,,,,
actionintl.org,,,,,,
madnessandco.com,2012-10-24T01:30:16Z,2024-04-23T04:48:52Z,2025-10-24T01:30:16Z,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com
strategiscpa.com,2005-08-16T16:17:44Z,2024-08-01T12:37:18Z,2025-08-16T16:17:44Z,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com
tecguanajuato.edu.mx,,,,,,
sky-quote.com,2024-08-05T13:03:05Z,2024-08-05T13:03:09Z,2025-08-05T13:03:05Z,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com
willowwellnesscenter.org,,,,,,
coinnect.us,,,,,,
focus-md.com,2011-03-29T02:34:59Z,2022-09-09T05:06:46Z,2027-03-29T02:34:59Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
lifestyleconciergeservices.com,2010-07-12T16:39:20Z,2025-02-19T01:40:30Z,2025-07-12T16:39:20Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
femacareobgyn.com,2003-05-07T05:15:19Z,2024-06-17T16:30:56Z,2026-05-07T05:15:19Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
npswhitefield.com,2018-03-09T11:33:19Z,2024-08-20T08:19:05Z,2025-03-09T11:33:19Z,PDR Ltd. d/b/a PublicDomainRegistry.com,abuse-contact@publicdomainregistry.com,https://publicdomainregistry.com
meinmeier.de,,,,,,
kiwi-house.com,2023-11-13T19:09:37Z,2024-11-14T11:13:36Z,2025-11-13T19:09:37Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
tk.hyway-x.com,,,,,,
amserv.de,,,,,,
spifamily.com,2009-08-05T17:44:17Z,2024-08-06T10:56:30Z,2025-08-05T17:44:17Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
oxfordschools.org,,,,,,
blub.net,,,,,,
tradewindfinance.com,2018-01-25T08:26:04Z,2025-02-18T12:45:58Z,2028-01-25T08:26:04Z,Key-Systems GmbH,abuse@key-systems.net,https://key-systems.net
vikiwestlaw.com,2004-02-17T18:13:25Z,2025-02-10T19:25:28Z,2026-02-28T11:59:59Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
mpnashville.com,2007-02-09T07:04:45Z,2025-02-10T17:45:39Z,2026-02-09T07:04:45Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
egosimail.com,2018-01-06T06:20:03Z,2025-01-07T08:03:59Z,2026-01-06T06:20:03Z,TLDS L.L.C. d/b/a SRSPlus,domain.operations@web.com,https://web.com
livingcoastalflorida.com,2020-05-19T20:34:55Z,2024-05-20T16:48:47Z,2025-05-19T20:34:55Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
lbsnacks.com,1999-11-23T22:28:36Z,2024-10-15T09:04:59Z,2025-11-23T22:28:36Z,"eNom, LLC",domainabuse@tucows.com,https://tucows.com
hotmail.se,,,,,,
radiantsolarnyc.com,2020-12-16T23:48:10Z,2024-12-17T17:01:30Z,2025-12-16T23:48:10Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
prestigeoptix.de,,,,,,
armarketing.com,2004-10-12T18:02:54Z,2024-10-13T12:46:06Z,2025-10-12T18:02:54Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
navicom24.de,,,,,,
glowproheadlamps.com,2023-09-26T10:48:27Z,2024-09-27T11:27:01Z,2025-09-26T10:48:27Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
penfieldcare.com,2012-06-25T14:21:05Z,2024-06-13T05:18:16Z,2026-06-25T14:21:05Z,easyDNS Technologies Inc.,abuse@easydns.com,https://easydns.com
trueperformance.net,,,,,,
glasgow-ky.com,1995-10-24T04:00:00Z,2022-03-08T17:14:47Z,2030-10-23T04:00:00Z,"Network Solutions, LLC",domain.operations@web.com,https://web.com
drbalcony.com,2023-01-11T09:12:17Z,2024-12-27T12:14:24Z,2026-01-11T09:12:17Z,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com
seagoville.us,,,,,,
thehomechoice.net,,,,,,
contracosta.edu,,,,,,
asappaindocs.com,2020-08-20T18:34:42Z,2022-11-17T09:51:09Z,2030-08-20T18:34:42Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
outloock.es,,,,,,
templewines.eu,,,,,,
bhhsnwrealestate.com,2012-11-01T22:28:29Z,2024-11-02T11:31:01Z,2025-11-01T22:28:29Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
ug.ab-inbev.com,,,,,,
doliadesign.co.uk,,,,,,
inspirelending.net,,,,,,
nexthomefre.com,2016-09-01T14:55:57Z,2024-09-09T17:42:36Z,2027-09-01T14:55:57Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
uantwerpen.be,,,,,,
transpara.com,2001-03-04T19:04:23Z,2022-09-04T22:47:38Z,2026-03-04T19:04:23Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
techcloudpro.com,2019-02-21T17:20:17Z,2024-12-27T23:12:32Z,2027-02-21T17:20:17Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
rigeltama.com,2011-10-31T00:48:39Z,2023-11-06T19:26:39Z,2026-10-31T00:48:39Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
drive7.com.br,,,,,,
tds.net,,,,,,
vanguardproperties.com,2002-11-05T20:12:05Z,2023-12-08T23:06:06Z,2027-11-05T20:12:05Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
billingsclinic.org,,,,,,
eaportal.org,,,,,,
scrippshealth.org,,,,,,
elielcycling.com,2014-01-22T01:35:09Z,2024-01-22T13:55:01Z,2029-01-22T01:35:09Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
auxvieuxarceaux.com,2014-06-25T06:21:11Z,2024-05-13T16:17:15Z,2025-06-25T06:21:11Z,OVH sas,abuse@ovh.net,https://ovh.net
dermalogica.com,1995-12-21T05:00:00Z,2023-11-18T09:52:12Z,2025-12-20T05:00:00Z,MarkMonitor Inc.,abusecomplaints@markmonitor.com,https://markmonitor.com
aatech.tw,,,,,,
achssurgeons.com,2007-06-06T21:25:13Z,2022-10-14T15:25:46Z,2026-06-06T21:25:13Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
wilmingtonhealth.com,1998-04-21T04:00:00Z,2022-04-20T12:47:48Z,2032-04-20T04:00:00Z,"Network Solutions, LLC",domain.operations@web.com,https://web.com
anhh.org,,,,,,
elevatephoenix.org,,,,,,
apr-logistics.com,2009-05-07T08:49:42Z,2022-09-06T00:19:37Z,2025-05-07T08:49:42Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
royalmint.com,1996-02-24T05:00:00Z,2025-02-21T06:25:06Z,2026-02-25T05:00:00Z,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com
asia.com,1997-08-12T04:00:00Z,2023-03-21T13:46:08Z,2028-08-11T04:00:00Z,"Register.com, Inc.",domain.operations@web.com,https://web.com
jerde.com,1996-05-10T04:00:00Z,2024-03-12T05:49:50Z,2027-05-11T04:00:00Z,"Network Solutions, LLC",domain.operations@web.com,https://web.com
bealonline.com,2000-07-16T04:40:40Z,2024-07-21T04:17:58Z,2025-07-16T04:40:40Z,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com
westerfieldcollege.com,2010-11-14T00:12:46Z,2024-11-10T21:19:36Z,2025-11-14T00:12:46Z,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com
capitalint.com,2003-04-02T16:39:17Z,2020-07-02T23:19:38Z,2026-04-02T15:39:17Z,"Network Solutions, LLC",domain.operations@web.com,https://web.com
restforderest.com,2000-05-23T22:29:35Z,2024-11-01T15:39:42Z,2025-05-23T22:29:35Z,"Arsys Internet, S.L. dba NICLINE.COM",abuse@nicline.com,https://nicline.com
celestica.com,1996-01-03T05:00:00Z,2024-12-29T06:04:57Z,2026-01-02T05:00:00Z,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com
mccolon.com,2009-06-08T19:49:26Z,2024-05-31T19:27:17Z,2025-06-08T19:49:26Z,"NameSilo, LLC",abuse@namesilo.com,https://namesilo.com
calchamber.com,1995-10-17T04:00:00Z,2023-08-17T06:34:52Z,2028-10-16T04:00:00Z,"Network Solutions, LLC",domain.operations@web.com,https://web.com
amandaleone.com,2006-04-17T04:25:02Z,2024-04-02T12:10:07Z,2025-04-17T04:25:02Z,"Domain.com, LLC",compliance@domain-inc.net,https://domain-inc.net
biogen.com,1995-04-14T04:00:00Z,2024-04-11T05:18:00Z,2025-04-15T04:00:00Z,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com
laver.com,1996-05-14T04:00:00Z,2024-05-31T10:30:27Z,2026-05-15T04:00:00Z,123-Reg Limited,abuse@123-reg.co.uk,https://123-reg.co.uk
instagram.com,2004-06-04T13:37:18Z,2024-06-26T19:15:25Z,2033-06-04T13:37:18Z,"RegistrarSafe, LLC",abusecomplaints@registrarsafe.com,https://registrarsafe.com
cranecreations.ca,,,,,,
bakertilly.com,2000-03-21T19:13:10Z,2024-01-23T14:33:47Z,2026-03-21T18:13:10Z,"eNom, LLC",domainabuse@tucows.com,https://tucows.com
suic.su.ac.th,,,,,,
evolutionenvironnement.ca,,,,,,
bertramuk.com,2008-09-30T18:17:58Z,2024-09-24T10:08:30Z,2025-09-30T18:17:58Z,"eNom, LLC",domainabuse@tucows.com,https://tucows.com
car.ocn.ne.jp,,,,,,
skyworld.my,,,,,,
free.fr,,,,,,
buystatesboro.com,2015-10-12T15:44:42Z,2023-10-13T15:13:38Z,2025-10-12T15:44:42Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
alumni.chicagobooth.edu,,,,,,
engagepremarital.com,2025-01-15T17:12:00Z,2025-01-15T20:10:32Z,2026-01-15T17:12:00Z,Squarespace Domains LLC,abuse-complaints@squarespace.com,https://squarespace.com
homail.es,,,,,,
kolping-augsburg.de,,,,,,
p3charity.org,,,,,,
59gmail.com,2017-02-14T12:54:40Z,2025-01-30T08:16:12Z,2026-02-14T12:54:40Z,Dynadot Inc,abuse@dynadot.com,https://dynadot.com
mgb-surgery.com,2006-12-10T20:43:48Z,2022-12-17T22:19:53Z,2027-12-10T20:43:48Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
unifiedhl.com,2018-11-29T05:32:36Z,2024-11-30T14:33:43Z,2026-11-29T05:32:36Z,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
netzreo.net,,,,,,
frenship.us,,,,,,
