URL,ip_address,Traffic
https://ipinfo.io/1.1.1.10,1.1.1.10,108
https://ipinfo.io/20.20.20.1,20.20.20.1,107
https://ipinfo.io/192.168.100.6,192.168.100.6,107
https://ipinfo.io/192.169.0.1,192.169.0.1,104
https://ipinfo.io/192.168.1.12,192.168.1.12,103
https://ipinfo.io/83.102.180.167,83.102.180.167,103
https://ipinfo.io/172.168.0.1,172.168.0.1,102
https://ipinfo.io/54.72.108.69,54.72.108.69,101
https://ipinfo.io/192.168.1.108,192.168.1.108,101
https://ipinfo.io/172.67.68.13,172.67.68.13,100
https://ipinfo.io/10.10.10.120,10.10.10.120,100
https://ipinfo.io/111.111.111.111,111.111.111.111,99
https://ipinfo.io/10.10.10.0,10.10.10.0,99
https://ipinfo.io/192.168.0.10,192.168.0.10,98
https://ipinfo.io/10.51.6.1,10.51.6.1,98
https://ipinfo.io/192.168.100.10,192.168.100.10,97
https://ipinfo.io/104.21.61.224,104.21.61.224,97
https://ipinfo.io/0.0.0.0,0.0.0.0,96
https://ipinfo.io/10.0.0.110,10.0.0.110,95
https://ipinfo.io/100.100.100.1,100.100.100.1,94
https://ipinfo.io/192.168.1.128,192.168.1.128,93
https://ipinfo.io/192.168.1.64,192.168.1.64,93
https://ipinfo.io/202.53.8.30,202.53.8.30,93
https://ipinfo.io/1.0.0.11,1.0.0.11,93
https://ipinfo.io/192.168.1.68,192.168.1.68,92
https://ipinfo.io/162.168.1.1,162.168.1.1,92
https://ipinfo.io/10.50.5.1,10.50.5.1,92
https://ipinfo.io/192.186.0.1,192.186.0.1,91
https://ipinfo.io/1.0.0.2,1.0.0.2,91
https://ipinfo.io/191.168.1.27,191.168.1.27,90
https://ipinfo.io/10.100.1.2,10.100.1.2,90
https://ipinfo.io/172.30.1.1,172.30.1.1,90
https://ipinfo.io/216.239.38.120,216.239.38.120,90
https://ipinfo.io/161.47.7.14,161.47.7.14,88
https://ipinfo.io/198.168.0.1,198.168.0.1,87
https://ipinfo.io/199.188.205.62,199.188.205.62,87
https://ipinfo.io/164.68.127.25,164.68.127.25,87
https://ipinfo.io/192.168.0.195,192.168.0.195,86
https://ipinfo.io/192.168.1.18,192.168.1.18,86
https://ipinfo.io/183.82.45.212,183.82.45.212,85
https://ipinfo.io/114.114.114.114,114.114.114.114,85
https://ipinfo.io/104.21.34.96,104.21.34.96,85
https://ipinfo.io/192.168.1.11,192.168.1.11,85
https://ipinfo.io/192.168.0.4,192.168.0.4,85
https://ipinfo.io/192.168.1.105,192.168.1.105,85
https://ipinfo.io/192.168.1.33,192.168.1.33,85
https://ipinfo.io/0.0.0.10,0.0.0.10,85
https://ipinfo.io/192.168.9.1,192.168.9.1,84
https://ipinfo.io/66.254.114.41,66.254.114.41,84
https://ipinfo.io/0.1.0.1,0.1.0.1,84
https://ipinfo.io/129.168.100.1,129.168.100.1,83
https://ipinfo.io/192.168.100.5,192.168.100.5,83
https://ipinfo.io/10.0.0.5,10.0.0.5,83
https://ipinfo.io/129.168.1.1,129.168.1.1,82
https://ipinfo.io/192.168.1.200,192.168.1.200,82
https://ipinfo.io/172.67.170.41,172.67.170.41,82
https://ipinfo.io/192.168.1.14,192.168.1.14,81
https://ipinfo.io/10.0.0.251,10.0.0.251,81
https://ipinfo.io/111.90.150.1,111.90.150.1,81
https://ipinfo.io/192.168.100.100,192.168.100.100,81
https://ipinfo.io/111.90.150.20,111.90.150.20,81
https://ipinfo.io/123.123.0.1,123.123.0.1,81
https://ipinfo.io/192.168.16.1,192.168.16.1,80
https://ipinfo.io/192.168.0.188,192.168.0.188,80
https://ipinfo.io/10.10.11.0,10.10.11.0,79
https://ipinfo.io/128.168.0.1,128.168.0.1,79
https://ipinfo.io/172.20.10.2,172.20.10.2,79
https://ipinfo.io/185.63.235.200,185.63.235.200,79
https://ipinfo.io/10.16.1.161,10.16.1.161,79
https://ipinfo.io/10.141.2.19,10.141.2.19,78
https://ipinfo.io/192.168.55.1,192.168.55.1,78
https://ipinfo.io/1.1.1.0,1.1.1.0,78
https://ipinfo.io/129.168.0.1,129.168.0.1,77
https://ipinfo.io/178.128.220.28,178.128.220.28,77
https://ipinfo.io/7.7.7.7,7.7.7.7,77
https://ipinfo.io/100.100.100.100,100.100.100.100,76
https://ipinfo.io/10.100.100.1,10.100.100.1,76
https://ipinfo.io/192.168.1.15,192.168.1.15,76
https://ipinfo.io/104.26.13.124,104.26.13.124,76
https://ipinfo.io/1.1.1.1,1.1.1.1,76
https://ipinfo.io/2.0.0.9,2.0.0.9,76
https://ipinfo.io/10.3.2.55,10.3.2.55,75
https://ipinfo.io/192.198.1.1,192.198.1.1,74
https://ipinfo.io/191.168.1.1,191.168.1.1,74
https://ipinfo.io/10.0.50.1,10.0.50.1,74
https://ipinfo.io/157.230.41.236,157.230.41.236,74
https://ipinfo.io/10.10.8.1,10.10.8.1,74
https://ipinfo.io/10.255.255.10,10.255.255.10,74
https://ipinfo.io/104.21.30.144,104.21.30.144,74
https://ipinfo.io/10.1.5.50,10.1.5.50,73
https://ipinfo.io/192.168.100.11,192.168.100.11,73
https://ipinfo.io/168.192.1.1,168.192.1.1,73
https://ipinfo.io/196.168.1.1,196.168.1.1,73
https://ipinfo.io/66.249.66.29,66.249.66.29,73
https://ipinfo.io/23.227.38.32,23.227.38.32,73
https://ipinfo.io/156.33.241.5,156.33.241.5,72
https://ipinfo.io/10.150.2.19,10.150.2.19,72
https://ipinfo.io/10.10.10.71,10.10.10.71,71
https://ipinfo.io/36.86.63.182,36.86.63.182,71
https://ipinfo.io/192.1.2.3,192.1.2.3,71
https://ipinfo.io/192.168.10.2,192.168.10.2,71
https://ipinfo.io/66.249.84.64,66.249.84.64,71
https://ipinfo.io/192.168.200.1,192.168.200.1,71
https://ipinfo.io/120.0.0.1,120.0.0.1,71
https://ipinfo.io/119.29.29.29,119.29.29.29,70
https://ipinfo.io/157.230.79.142,157.230.79.142,70
https://ipinfo.io/104.21.77.222,104.21.77.222,70
https://ipinfo.io/50.0.0.20,50.0.0.20,69
https://ipinfo.io/192.168.100.3,192.168.100.3,69
https://ipinfo.io/10.0.0.30,10.0.0.30,69
https://ipinfo.io/192.168.1.65,192.168.1.65,69
https://ipinfo.io/172.22.22.101,172.22.22.101,69
https://ipinfo.io/81.196.2.129,81.196.2.129,68
https://ipinfo.io/213.55.94.34,213.55.94.34,68
https://ipinfo.io/88.208.55.41,88.208.55.41,68
https://ipinfo.io/172.16.1.1,172.16.1.1,68
https://ipinfo.io/172.67.147.125,172.67.147.125,68
https://ipinfo.io/111.90.150.104,111.90.150.104,68
https://ipinfo.io/192.168.100.8,192.168.100.8,68
https://ipinfo.io/172.16.1.50,172.16.1.50,68
https://ipinfo.io/12.1.1.1,12.1.1.1,68
https://ipinfo.io/10.10.2.1,10.10.2.1,67
https://ipinfo.io/10.0.0.252,10.0.0.252,67
https://ipinfo.io/198.54.124.245,198.54.124.245,67
https://ipinfo.io/198.168.8.1,198.168.8.1,67
https://ipinfo.io/192.168.1.25,192.168.1.25,66
https://ipinfo.io/182.168.100.1,182.168.100.1,66
https://ipinfo.io/192.168.100.9,192.168.100.9,65
https://ipinfo.io/192.168.4.1,192.168.4.1,65
https://ipinfo.io/192.168.1.35,192.168.1.35,65
https://ipinfo.io/192.168.1.109,192.168.1.109,65
https://ipinfo.io/192.169.5.22,192.169.5.22,65
https://ipinfo.io/103.29.44.4,103.29.44.4,65
https://ipinfo.io/10.10.10.101,10.10.10.101,65
https://ipinfo.io/192.168.0.8,192.168.0.8,64
https://ipinfo.io/192.168.203.1,192.168.203.1,64
https://ipinfo.io/10.100.0.1,10.100.0.1,64
https://ipinfo.io/182.168.1.1,182.168.1.1,64
https://ipinfo.io/192.2.0.1,192.2.0.1,64
https://ipinfo.io/192.168.1.39,192.168.1.39,64
https://ipinfo.io/10.0.0.51,10.0.0.51,63
https://ipinfo.io/10.10.100.1,10.10.100.1,63
https://ipinfo.io/192.168.1.66,192.168.1.66,62
https://ipinfo.io/10.10.10.3,10.10.10.3,62
https://ipinfo.io/185.63.253.2,185.63.253.2,62
https://ipinfo.io/192.168.0.11,192.168.0.11,62
https://ipinfo.io/172.67.72.114,172.67.72.114,62
https://ipinfo.io/172.67.177.191,172.67.177.191,62
https://ipinfo.io/8.8.4.4,8.8.4.4,62
https://ipinfo.io/10.2.2.1,10.2.2.1,62
https://ipinfo.io/10.5.0.1,10.5.0.1,62
https://ipinfo.io/192.198.0.1,192.198.0.1,61
https://ipinfo.io/172.17.17.17,172.17.17.17,61
https://ipinfo.io/20.20.20.20,20.20.20.20,61
https://ipinfo.io/185.253.252.155,185.253.252.155,61
https://ipinfo.io/172.20.0.2,172.20.0.2,60
https://ipinfo.io/192.0.2.1,192.0.2.1,60
https://ipinfo.io/10.10.0.11,10.10.0.11,59
https://ipinfo.io/172.67.136.148,172.67.136.148,59
https://ipinfo.io/192.168.10.3,192.168.10.3,59
https://ipinfo.io/192.168.10.10,192.168.10.10,59
https://ipinfo.io/111.90.150.24,111.90.150.24,59
https://ipinfo.io/172.168.1.1,172.168.1.1,59
https://ipinfo.io/208.67.220.220,208.67.220.220,59
https://ipinfo.io/212.175.73.136,212.175.73.136,59
https://ipinfo.io/192.162.1.10,192.162.1.10,58
https://ipinfo.io/192.168.1.111,192.168.1.111,58
https://ipinfo.io/203.112.90.14,203.112.90.14,58
https://ipinfo.io/192.178.1.168,192.178.1.168,58
https://ipinfo.io/111.90.150.109,111.90.150.109,58
https://ipinfo.io/197.156.70.122,197.156.70.122,58
https://ipinfo.io/10.0.0.253,10.0.0.253,57
https://ipinfo.io/172.20.10.1,172.20.10.1,57
https://ipinfo.io/192.168.0.12,192.168.0.12,57
https://ipinfo.io/192.168.100.7,192.168.100.7,57
https://ipinfo.io/192.168.1.106,192.168.1.106,57
https://ipinfo.io/192.168.1.38,192.168.1.38,57
https://ipinfo.io/149.56.24.226,149.56.24.226,56
https://ipinfo.io/172.16.2.1,172.16.2.1,56
https://ipinfo.io/192.168.4.2,192.168.4.2,56
https://ipinfo.io/172.67.129.196,172.67.129.196,56
https://ipinfo.io/172.1.1.1,172.1.1.1,56
https://ipinfo.io/10.10.1.10,10.10.1.10,55
https://ipinfo.io/10.0.0.249,10.0.0.249,55
https://ipinfo.io/104.21.3.20,104.21.3.20,55
https://ipinfo.io/164.100.78.248,164.100.78.248,55
https://ipinfo.io/193.41.63.7,193.41.63.7,55
https://ipinfo.io/192.18.100.2,192.18.100.2,55
https://ipinfo.io/192.168.88.1,192.168.88.1,55
https://ipinfo.io/192.168.11.1,192.168.11.1,54
https://ipinfo.io/193.168.1.1,193.168.1.1,54
https://ipinfo.io/10.20.30.1,10.20.30.1,54
https://ipinfo.io/192.168.1.67,192.168.1.67,53
https://ipinfo.io/192.168.0.15,192.168.0.15,53
https://ipinfo.io/192.162.0.1,192.162.0.1,53
https://ipinfo.io/192.168.100.14,192.168.100.14,53
https://ipinfo.io/197.221.225.186,197.221.225.186,53
https://ipinfo.io/100.10.10.1,100.10.10.1,52
https://ipinfo.io/172.67.139.77,172.67.139.77,52
https://ipinfo.io/192.168.1.155,192.168.1.155,52
https://ipinfo.io/164.100.213.203,164.100.213.203,52
https://ipinfo.io/172.0.0.1,172.0.0.1,52
https://ipinfo.io/203.76.113.123,203.76.113.123,52
https://ipinfo.io/10.0.0.14,10.0.0.14,52
https://ipinfo.io/192.168.0.118,192.168.0.118,52
https://ipinfo.io/192.168.18.2,192.168.18.2,51
https://ipinfo.io/192.168.0.250,192.168.0.250,51
https://ipinfo.io/10.5.50.5,10.5.50.5,51
https://ipinfo.io/192.168.0.9,192.168.0.9,51
https://ipinfo.io/10.100.100.100,10.100.100.100,51
https://ipinfo.io/192.0.0.4,192.0.0.4,51
https://ipinfo.io/149.112.112.112,149.112.112.112,51
https://ipinfo.io/168.192.100.1,168.192.100.1,51
https://ipinfo.io/192.168.1.92,192.168.1.92,51
https://ipinfo.io/104.28.24.161,104.28.24.161,51
https://ipinfo.io/192.168.1.195,192.168.1.195,51
https://ipinfo.io/192.168.1.17,192.168.1.17,51
https://ipinfo.io/104.26.13.138,104.26.13.138,51
https://ipinfo.io/10.0.0.12,10.0.0.12,51
https://ipinfo.io/192.168.60.1,192.168.60.1,50
https://ipinfo.io/192.168.1.112,192.168.1.112,50
https://ipinfo.io/103.81.104.98,103.81.104.98,50
https://ipinfo.io/192.17.1.1,192.17.1.1,50
https://ipinfo.io/192.160.0.1,192.160.0.1,50
https://ipinfo.io/192.168.1.121,192.168.1.121,50
https://ipinfo.io/95.211.189.137,95.211.189.137,50
https://ipinfo.io/54.243.71.82,54.243.71.82,50
https://ipinfo.io/192.168.68.1,192.168.68.1,49
https://ipinfo.io/192.168.0.113,192.168.0.113,49
https://ipinfo.io/192.168.1.23,192.168.1.23,49
https://ipinfo.io/10.41.2.100,10.41.2.100,49
https://ipinfo.io/10.24.0.1,10.24.0.1,49
https://ipinfo.io/10.0.0.250,10.0.0.250,49
https://ipinfo.io/10.10.254.254,10.10.254.254,49
https://ipinfo.io/111.90.150.164,111.90.150.164,49
https://ipinfo.io/198.15.113.37,198.15.113.37,49
https://ipinfo.io/8.0.0.1,8.0.0.1,49
https://ipinfo.io/172.16.10.2,172.16.10.2,48
https://ipinfo.io/192.168.0.201,192.168.0.201,48
https://ipinfo.io/192.168.0.152,192.168.0.152,48
https://ipinfo.io/192.168.10.6,192.168.10.6,48
https://ipinfo.io/192.168.42.1,192.168.42.1,48
https://ipinfo.io/192.168.80.1,192.168.80.1,48
https://ipinfo.io/103.23.150.190,103.23.150.190,48
https://ipinfo.io/192.168.1.26,192.168.1.26,48
https://ipinfo.io/192.168.1.252,192.168.1.252,47
https://ipinfo.io/10.0.0.103,10.0.0.103,47
https://ipinfo.io/17.17.17.17,17.17.17.17,47
https://ipinfo.io/213.55.84.13,213.55.84.13,47
https://ipinfo.io/192.168.8.100,192.168.8.100,47
https://ipinfo.io/10.0.0.21,10.0.0.21,47
https://ipinfo.io/192.16.31.89,192.16.31.89,47
https://ipinfo.io/172.67.195.101,172.67.195.101,46
https://ipinfo.io/203.171.241.84,203.171.241.84,46
https://ipinfo.io/192.168.1.71,192.168.1.71,46
https://ipinfo.io/10.10.0.6,10.10.0.6,46
https://ipinfo.io/10.10.1.5,10.10.1.5,46
https://ipinfo.io/192.168.1.103,192.168.1.103,46
https://ipinfo.io/143.244.220.150,143.244.220.150,46
https://ipinfo.io/10.255.1.1,10.255.1.1,45
https://ipinfo.io/192.168.100.12,192.168.100.12,45
https://ipinfo.io/172.28.28.1,172.28.28.1,45
https://ipinfo.io/192.168.1.245,192.168.1.245,45
https://ipinfo.io/10.11.0.1,10.11.0.1,45
https://ipinfo.io/192.186.1.27,192.186.1.27,44
https://ipinfo.io/162.168.0.250,162.168.0.250,44
https://ipinfo.io/192.16.48.200,192.16.48.200,44
https://ipinfo.io/172.67.160.251,172.67.160.251,44
https://ipinfo.io/193.113.10.24,193.113.10.24,44
https://ipinfo.io/192.168.0.231,192.168.0.231,44
https://ipinfo.io/192.168.100.18,192.168.100.18,44
https://ipinfo.io/52.68.96.58,52.68.96.58,44
https://ipinfo.io/94.140.14.14,94.140.14.14,44
https://ipinfo.io/192.168.50.2,192.168.50.2,44
https://ipinfo.io/5.8.8.8,5.8.8.8,44
https://ipinfo.io/152.199.22.24,152.199.22.24,43
https://ipinfo.io/192.168.0.13,192.168.0.13,43
https://ipinfo.io/10.0.0.19,10.0.0.19,43
https://ipinfo.io/194.168.4.100,194.168.4.100,43
https://ipinfo.io/192.168.1.31,192.168.1.31,43
https://ipinfo.io/192.167.1.12,192.167.1.12,43
https://ipinfo.io/198.168.0.61,198.168.0.61,43
https://ipinfo.io/172.16.0.2,172.16.0.2,43
https://ipinfo.io/185.64.106.147,185.64.106.147,43
https://ipinfo.io/134.209.250.114,134.209.250.114,43
https://ipinfo.io/192.168.1.168,192.168.1.168,43
https://ipinfo.io/10.0.1.1,10.0.1.1,43
https://ipinfo.io/10.0.2.1,10.0.2.1,43
https://ipinfo.io/192.168.2.10,192.168.2.10,42
https://ipinfo.io/192.168.100.13,192.168.100.13,42
https://ipinfo.io/202.70.86.2,202.70.86.2,42
https://ipinfo.io/10.10.10.6,10.10.10.6,42
https://ipinfo.io/192.168.7.2,192.168.7.2,42
https://ipinfo.io/10.0.0.20,10.0.0.20,42
https://ipinfo.io/10.10.10.50,10.10.10.50,42
https://ipinfo.io/192.168.1.100,192.168.1.100,42
https://ipinfo.io/37.5.7.5,37.5.7.5,42
https://ipinfo.io/192.1.1.0,192.1.1.0,41
https://ipinfo.io/208.65.153.238,208.65.153.238,41
https://ipinfo.io/192.167.0.1,192.167.0.1,41
https://ipinfo.io/175.107.63.46,175.107.63.46,41
https://ipinfo.io/111.192.0.1,111.192.0.1,41
https://ipinfo.io/129.168.1.7,129.168.1.7,41
https://ipinfo.io/72.21.81.200,72.21.81.200,41
https://ipinfo.io/192.229.221.95,192.229.221.95,41
https://ipinfo.io/75.75.75.75,75.75.75.75,41
https://ipinfo.io/192.168.1.69,192.168.1.69,40
