domain,registration_date,last_updated,expiration_date,registrar_name,registrar_email,registrar_url
autohaus-gerhardt.de,,2018-07-27,,,,
meldomys.fr,2022-10-12,2024-12-05,2026-10-12,OVH,support@ovh.net,https://ovh.net
kohotransfers.ca,2019-06-21,2024-06-06,2025-06-21,Tucows.com Co.,compliance@tucows.com,https://tucows.com
inspire.cool,2019-01-11,2025-01-06,2026-01-11,"OVH, SAS",abuse@ovh.net,https://ovh.net
sacmi.it,1997-03-25,2024-11-11,2025-10-26,Register S.p.a.,,
sero.net,1998-05-26,2022-09-15,2027-06-29,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
futurial.pl,2007-03-07,2025-03-03,2026-03-07,nazwa.pl sp. z o.o.,,
students.ephec.be,1998-01-19,,,,,
kramer.net,1996-10-08,2024-09-08,2025-10-07,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com
asp.gov.al,,,,,,
aiimsbhopal.edu.in,2011-12-20,2022-12-20,2027-12-20,ERNET India,,
imsirovic.at,,,,,,
thehearthllc.net,2012-08-14,2022-08-16,2027-08-14,"Network Solutions, LLC",domain.operations@web.com,https://web.com
sone.mx,2013-03-14,2024-07-08,2027-03-14,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,
robovision.eu,,,,Combell NV,,
shopstrange.net,2012-04-07,2024-04-08,2025-04-07,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
epochwm.co.uk,2010-01-11,2025-01-01,2026-01-11,Claranet Limited [Tag = CLARANET],,
abc-trafikkskole.no,2023-05-30,2024-05-30,,,,
gds.co.za,1996-07-17,2025-01-31,2025-07-17,Cybersmart Ltd,domains@cybersmart.co.za,https://cybersmart.co.za
tiservinet.es,,,,,,
todaystax.comcastbiz.net,2008-03-17,2024-03-13,2025-03-17,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com
579prod.ch,,,,,,
eastcoastwindowcleaners.co.uk,2013-08-05,2024-07-08,2025-08-05,One.com A/S [Tag = TJNF-DK],,
vpd.gov.lv,,,,,,
gpestco.net,2023-04-19,2024-06-05,2025-04-19,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com
energisa.com.br,2006-05-26,2025-02-27,2031-05-26,,,
4coilstech.eu,,,,"Webglobe, s.r.o.",,
edec.edu.mx,2018-01-23,2025-01-24,2026-01-23,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,
houseandbarn.net,2016-02-16,2024-02-22,2026-02-16,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
callchef.fr,2013-08-30,2024-09-30,2025-08-30,OVH,support@ovh.net,https://ovh.net
shipways.co.uk,2003-05-13,2024-08-05,2025-05-13,123-Reg Limited t/a 123-reg [Tag = 123-REG],,
dallaslibrary.org,2000-04-04,2025-02-19,2026-04-04,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
johawaki.com.my,2000-05-22,2024-12-28,2026-05-22,Localhost Sdn Bhd,amir@localhost.my,https://localhost.my
svfc.org,2000-06-12,2024-04-18,2026-06-12,"Network Solutions, LLC",domain.operations@web.com,https://web.com
teradev.be,2023-06-02,,,,,
4front.net.au,,2025-02-26,,Domain Directors Pty Ltd trading as Instra,,
kawei.co.nz,,,,,,
elevateautosafety.com.au,,2025-01-28,,GoDaddy.com LLC trading as GoDaddy.com,,
leopardweb.co.uk,2016-06-23,2024-05-24,2025-06-23,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,
houtonisd.org,2004-08-28,2024-10-12,2025-08-28,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
senam.cz,2025-01-16,2025-01-17,2026-01-16,REG-WEDOS,,
octocom.ai,2023-04-11,,,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com
emai.de,,2014-03-31,,,,
appio.team,2021-08-27,2024-10-11,2025-08-27,"GoDaddy.com, LLC",cctldassistance@godaddy.com,https://godaddy.com
firstmortgagepr.net,2003-10-09,2024-07-09,2025-10-09,"Network Solutions, LLC",domain.operations@web.com,https://web.com
vish.world,2024-07-07,2024-07-12,2025-07-07,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com
fetcch.xyz,2022-07-08,2024-06-28,2025-07-08,"Go Daddy, LLC",abuse@godaddy.com,https://godaddy.com
limbsforlife.org,1998-11-11,2024-09-17,2025-11-10,"Network Solutions, LLC",domain.operations@web.com,https://web.com
igplaw.legal,2018-02-20,2025-02-20,2026-02-20,"GoDaddy.com, LLC",cctldassistance@godaddy.com,https://godaddy.com
tandeg.ca,2004-01-14,2025-02-28,2026-01-14,Rebel.ca Corp.,abuse@rebel.com,https://rebel.com
styleyes.biz,2005-01-11,2024-06-09,,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
rittal.cl,,,,NIC Chile,,
tnq.co.uk,1999-09-10,2023-07-13,2025-09-10,Easily Limited t/a easily.co.uk [Tag = WEBCONSULTANCY],,
roadrunner.com.com,1995-04-13,2024-06-28,2025-04-14,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
classic.co.uk,1996-08-01,2024-07-05,2026-08-04,iDAQ Limited [Tag = IDAQ],,
mbsolutions-inc.net,2016-07-07,2022-10-03,2032-01-26,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
quierocasa.mx,2012-03-19,2024-06-24,2025-03-19,GoDaddy.com,,
dogalagro.com.tr,2021-02-23,,2026-02-22,,,
edu.iisleviponti.it,2015-10-02,2024-10-18,2025-10-02,Server Plan s.r.l.,,
greenflex.be,2014-06-13,,,,,
stanislas.qc.ca,2000-11-25,2025-02-12,2033-09-27,DomainePlus.com (3612040 CANADA inc.),support@domaineplus.com,https://domaineplus.com
luganosalotti.be,2011-04-01,,,,,
cpapro.tax,2023-08-26,2025-02-14,2025-08-26,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com
qikmail.net,2015-01-31,2025-02-24,2026-01-31,"NameSilo, LLC",abuse@namesilo.com,https://namesilo.com
alefi.legal,2019-11-07,2024-12-22,2025-11-07,IONOS SE,abuse@ionos.com,https://ionos.com
phoenixsolar.net.au,,2024-06-30,,Fluccs - The Australian Cloud Pty Ltd,,
uesanjose.edu.ec,,,,,,
g.harvard.edu,1985-06-27,,2026-07-31,,,
mesgroup.asia,2015-10-19,2024-12-03,2025-10-19,Dominet (HK) Limited,,
arcom.com.br,2023-07-31,2024-04-24,2033-06-25,,,
besaris.nl,1997-09-24,2018-07-17,,Metaregistrar B.V.,,
marxevents.de,,2023-11-11,,,,
friendshipcircleva.org,2013-04-23,2024-06-07,2025-04-23,IONOS SE,abuse@ionos.com,https://ionos.com
igc-rennes.formatives.net,2018-09-06,2024-09-07,2025-09-06,"OVH, SAS",abuse@ovh.net,https://ovh.net
e-verveenergy.co.uk,2018-10-25,2024-10-14,2026-10-25,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,
thurstable.co.uk,2000-09-11,2024-10-21,2026-09-11,British Telecommunications plc t/a BTNET [Tag = BTNET],,
treble.ai,2018-08-02,,,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com
pa.metrocast.net,1998-07-08,2023-06-08,2028-07-07,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
tnsf.ca,2000-12-23,2022-12-28,2030-12-23,Rebel.ca Corp.,abuse@rebel.com,https://rebel.com
agentes.bancosantander.es,,,,,,
eja-muenchen.de,,2010-10-13,,,,
fucsalud.edu.co,2001-10-25,2024-10-07,2027-10-30,.CO Internet S.A.S.,soporte@cointernet.com.co,https://cointernet.com.co
jinray.com.sg,2014-08-04,2024-06-11,2026-08-04,Exabytes Network (Singapore) Pte Ltd,,
calaishospital.org,2001-12-20,2023-10-25,2026-12-20,"Network Solutions, LLC",domain.operations@web.com,https://web.com
kpmg.co.za,1996-03-09,2025-02-11,2026-03-09,Nom-IQ Limited,abuse@comlaude.com,https://comlaude.com
alkutcollege.edu.iq,,,,,,
superonline.com.tr,1997-08-18,,2025-08-17,,,
integraladvisory.in,2024-03-12,2024-03-17,2026-03-12,Tucows Inc.,,
monjascapuchinas.org,2014-07-16,2024-08-30,2025-07-16,"Arsys Internet, S.L. dba NICLINE.COM",abuse@nicline.com,https://nicline.com
beckmann-mh.de,,2018-08-15,,,,
vanbrackel.net,2003-01-13,2024-08-24,2026-01-13,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
smartconsulting.pt,,,,,,
evolutionfitness.co,2014-01-17,2025-01-20,2026-01-16,Mi.com.co,soporte@mi.com.co,https://mi.com.co
nurmi.nu,2011-04-26,2024-03-28,2025-04-26,Loopia AB,,
thaifukoku.co.th,,,,THNIC,staff@thnic.co.th,https://thnic.co.th
techsolgroup.co.uk,2016-03-11,2025-02-09,2028-03-11,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,
mac-solutions.co.uk,1999-09-11,2024-10-13,2026-09-11,"Cloudflare, Inc. [Tag = CLOUDFLARE]",,
mymail.sim.edu.sg,1995-09-17,2024-12-29,2025-09-17,Singnet Pte Ltd,,
nk3d.fr,2014-05-21,2024-06-30,2025-05-21,IONOS SE,hostmaster@1und1.de,https://1und1.de
kinesiologieclaire.fr,2023-07-15,2024-08-31,2025-07-15,IONOS SE,hostmaster@1und1.de,https://1und1.de
piard.de,,2023-04-13,,,,
dennissevershouse.co.uk,2000-05-31,2024-05-01,2025-05-31,One.com A/S [Tag = TJNF-DK],,
havannah.cheshire.sch.uk,,,,,,
viamondo.net,2013-01-17,2025-01-17,2026-01-17,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
2plus2.net,2003-08-02,2024-10-10,2025-08-02,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
trypto.co,2019-05-06,2024-07-27,2025-05-06,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
bk-technic.cz,2010-06-22,2025-02-05,2025-06-22,REG-INTERNET-CZ,,
jamedat.ir,,,,,,
leolion.co,2022-10-15,2024-06-08,2025-10-15,"Network Solutions, LLC",abuse@web.com,https://web.com
cathedralguadalupe.org,2001-09-05,2024-10-20,2025-09-05,"Network Solutions, LLC",domain.operations@web.com,https://web.com
utep.edu,1994-05-25,,2027-07-31,,,
loveluxe-creations.co.uk,2025-02-12,2025-02-12,2026-02-12,Ionos SE [Tag = 1AND1],,
centralsf.org,2010-03-11,2025-02-21,2026-03-11,"eNom, LLC",,
proingcol.net,2008-04-06,2021-04-01,2025-04-06,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com
foxvalley.net,1996-07-26,2024-06-26,2025-07-25,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com
smdpcatholic.org,2015-09-09,2024-07-11,2025-09-09,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
metisautomation.co.uk,2009-03-29,2024-07-11,2025-03-29,123-Reg Limited t/a 123-reg [Tag = 123-REG],,
pchomes.biz,2017-10-19,2024-10-20,,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
roseitsolutions.co,2013-02-19,2025-02-24,2026-02-18,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
grupokallas.com.br,2022-07-12,2023-06-24,2025-06-18,,,
dysal.com.mx,2001-03-30,2024-03-26,2025-03-29,NEUBOX Internet SA de CV,,
hensgen.net,2010-03-04,2025-03-05,2026-03-04,Cronon GmbH,abuse-domains@cronon.net,https://cronon.net
serc.ac.uk,1996-08-01,,,No registrar listed.  This domain is directly registered with Nominet.,,
eng.uniben.edu,1999-07-22,,2025-07-31,,,
reuben.ox.ac.uk,1996-08-01,,,No registrar listed.  This domain is directly registered with Nominet.,,
vnabwh.org,2019-05-06,2024-07-30,2029-05-06,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
gcc.cc,1998-12-24,2024-01-07,2027-12-24,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
inspiratrading.co.uk,2009-01-29,2024-06-23,2031-01-29,123-Reg Limited t/a 123-reg [Tag = 123-REG],,
centercitybusiness.org,2017-07-19,2024-09-02,2026-07-19,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
thrivingsolutions.earth,2021-03-27,2024-06-10,2026-03-27,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
mkt.uz.ua,,,,,,
cs.taitung.gov.tw,,,,,,
invario.net,2000-06-05,2024-06-04,2027-06-05,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
sysin.in,2014-11-21,2024-11-25,2025-11-21,Endurance Digital Domain Technology Private Limited,abuse@publicdomainregistry.com,https://publicdomainregistry.com
awakenhypnotherapy.co.uk,2022-03-27,2024-08-26,2027-03-27,"GoDaddy.com, LLC. [Tag = GODADDY]",,
louisburg.edu,1994-04-23,,2025-07-31,,,
generationhope.org,2013-07-09,2024-08-23,2025-07-09,IONOS SE,abuse@ionos.com,https://ionos.com
cresent.co.uk,2002-12-19,2024-12-20,2026-12-19,"GoDaddy.com, LLC. [Tag = GODADDY]",,
usi.edu.ph,,,,,,
sheffield.co.nz,,,,,,
thephoenix.org,2007-09-13,2023-10-03,2027-09-13,"Name.com, Inc.",abuse@name.com,https://name.com
guinoiseau.fr,2008-05-14,2024-05-04,2026-05-14,SCALEWAY,frnic-admin@free.org,https://free.org
wallet.services,2014-07-17,2024-08-31,2026-07-17,Mesh Digital Limited,abuse@domainbox.com,https://domainbox.com
familiejonk.nl,2004-09-18,2020-11-10,,Realtime Register,,
auttin.net,2015-03-10,2025-03-10,2026-03-10,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com
risse.de,,2019-03-20,,,,
baktelecom.az,,,,,,
iosan.fr,2022-12-22,2025-01-31,2025-12-22,OVH,support@ovh.net,https://ovh.net
scacwv.org,2004-02-08,2025-01-14,2026-02-08,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com
amplitudeaud.io,2022-09-09,2024-08-30,2025-09-09,Key-Systems GmbH,,
enviengroup.eu,,,,"Webglobe, a.s.",,
legal2digital.fr,2017-09-12,2024-10-31,2025-09-12,OVH,support@ovh.net,https://ovh.net
sielinvest.ro,2001-02-23,,2028-06-20,ICI - Registrar,,
nha.net,1996-09-26,2024-09-25,2025-09-25,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
familypromisehendrickscounty.org,2013-02-23,2025-03-08,2027-02-23,"eNom, LLC",,
smc.asso.fr,2001-12-10,2025-02-15,2026-02-21,GANDI,support@support.gandi.net,https://support.gandi.net
sjoglott.no,2015-12-22,2024-11-25,,,,
hokkai-giken.co.jp,,,,,,
deloitte.at,,,,,,
flowemotion.de,,2022-11-28,,,,
weidmuller.co.za,1998-11-01,2025-03-12,2025-11-01,Lexsynergy Limited,abuse@lexsynergy.com,https://lexsynergy.com
hotmail.pt,,,,,,
jurunense.com.br,2020-08-03,2024-12-17,2026-01-14,,,
aisy.es,,,,,,
boire-manger.fr,2016-12-14,2025-01-31,2025-12-14,OVH,support@ovh.net,https://ovh.net
cyberowl.io,2016-04-12,2025-03-09,2026-04-12,Gandi SAS,,
ncte-india.org,2009-03-18,2021-05-10,2026-03-18,PDR Ltd. d/b/a PublicDomainRegistry.com,abuse@publicdomainregistry.com,https://publicdomainregistry.com
tmail.link,2017-04-12,2025-03-11,2026-04-12,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com
afiph.org,2016-05-26,2024-05-06,2025-05-26,OVH sas,abuse@ovh.net,https://ovh.net
mpsautomazioni.it,2010-11-09,2025-01-13,2025-12-28,Aruba s.p.a.,,
steller.de,,2018-08-08,,,,
primecare.org,1996-08-26,2023-10-09,2025-08-25,"Network Solutions, LLC",domain.operations@web.com,https://web.com
farman.fr,1998-07-05,2024-12-31,2025-11-05,OVH,support@ovh.net,https://ovh.net
frictiontechnology.co.uk,2003-09-22,2024-09-19,2029-09-22,20i Ltd [Tag = STACK],,
box32.be,2008-01-27,,,,,
haix.de,,2022-02-28,,,,
voila.fr,2008-01-24,2025-01-04,2026-02-02,GANDI,support@support.gandi.net,https://support.gandi.net
mycloudsecurity.net,2017-06-20,2024-02-28,2027-06-20,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
lakemac.net,1996-12-06,2024-12-06,2025-12-05,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
hdadvisors.com.au,,2025-02-25,,GoDaddy.com LLC trading as GoDaddy.com,,
hupcontabil.com.br,2020-02-21,2024-03-07,2026-02-21,,,
clearwater.net,1996-04-29,2024-04-01,2025-04-30,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com
martinoz.nl,2011-02-25,2022-04-14,,team.blue nl B.V.,,
landerson.ca,2013-05-29,2024-05-14,2025-05-29,easyDNS Technologies Inc.,abuse@easydns.com,https://easydns.com
bloomville.nl,2010-10-26,2024-11-05,,Realtime Register,,
hotmsil.it,2025-01-25,2025-02-20,2026-01-25,Aruba s.p.a.,,
fcac.gc.ca,,,,,,
joby.aero,2015-04-30,2025-02-27,2026-04-30,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net
thecakecrew.co.uk,2011-08-11,2024-07-20,2025-08-11,123-Reg Limited t/a 123-reg [Tag = 123-REG],,
mckenzie6.karoo.co.uk,1996-08-01,2024-09-15,2026-09-16,KCOM Group Ltd [Tag = KCOM],,
terhal.net,2024-08-01,2024-08-01,2027-08-01,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
sosinv.net,2019-08-09,2024-08-16,2029-08-09,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
dentros.net,2020-02-18,2025-01-19,2026-02-18,Wix.com Ltd.,domain-abuse@wix.com,https://wix.com
gymall.de,,2018-10-15,,,,
qfp-service.it,2003-01-14,2024-10-25,2025-10-09,Aruba s.p.a.,,
tconline.net,1999-06-11,2024-05-28,2025-06-11,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
cdnhost.ca,2014-11-14,2024-12-29,2025-11-14,Rebel.ca Corp.,abuse@rebel.com,https://rebel.com
randolphcountync.gov,2009-06-01,2024-01-08,2025-06-01,get.gov,chris.saylor@randolphcountync.gov,https://randolphcountync.gov
aes.edu.pt,,,,,,
little.com.au,,2025-01-20,,Corporation Service Company (Aust) Pty Ltd,,
mazzucconi.it,1999-03-05,2024-11-04,2025-10-19,Register S.p.a.,,
ash-shiddiiqi.sch.id,2017-05-30,2024-05-05,2025-05-30,PT Digital Registra Indonesia,,
lomond.se,2007-09-10,2024-08-15,2025-09-10,BuildIT AB,,
csab.edu.ph,,,,,,
ci.com.br,1998-11-30,2023-03-29,2031-11-30,,,
mitene.or.jp,,,,,,
flemingconstructions.com.au,,2024-04-30,,Melbourne IT,,
camposturnhout.be,2021-05-27,,,,,
glovermkm.com.mm,,,,,,
commonforge.co,2023-07-05,2024-08-05,2026-07-05,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
fianu.io,2022-07-26,2024-07-16,2025-07-26,Key-Systems GmbH,,
hartwick.edu,1991-04-10,,2027-07-31,,,
porvoo.fi,1991-01-01,2023-02-09,2025-08-31,Telia Finland Oyj,,
theselkie.co.uk,2018-02-09,2025-01-10,2026-02-09,"Namecheap, Inc. [Tag = NAMECHEAP-INC]",,
coffeeregional.org,1998-01-26,2025-01-18,2026-01-25,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com
alexconnect.net,2006-02-19,2025-02-28,2026-02-19,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
my.simpson.edu,1993-11-15,,2027-07-31,,,
bompi.com.tr,2011-03-24,,2027-03-23,,,
corvus.cl,,,,NIC Chile,,
bdo.bh,2018-10-18,2025-02-07,2025-10-18,Batelco,vas@btc.com.bh,https://btc.com.bh
grupou.mx,2011-07-25,2024-07-16,2025-07-25,"KIUBIX, S.A. de C.V.",,
careerready.org.uk,2013-08-16,2024-08-17,2025-08-16,123-Reg Limited t/a 123-reg [Tag = 123-REG],,
actinion.net,2006-06-17,2024-03-28,2027-06-17,"Network Solutions, LLC",domain.operations@web.com,https://web.com
housebrokersbrasil.com.br,2021-01-25,2025-02-10,2028-01-25,,,
lavacaloca.gr,,,,,,
premierwindowcleaningdenver.org,2020-12-24,2024-11-29,2025-12-24,"Network Solutions, LLC",domain.operations@web.com,https://web.com
hpwohio.org,2010-03-12,2025-03-02,2027-03-12,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
barberford.net,1999-10-25,2024-09-24,2025-10-25,"GoDaddy Corporate Domains, LLC",abuse@gcd.com,https://gcd.com
vepic.us,2014-04-10,2024-10-09,2027-04-09,"Register.com, Inc.",abuse@web.com,https://web.com
filgaja.de,,2019-04-11,,,,
iqproject.pe,,,,NIC.PE,,
swiftlane.ai,2022-09-23,,,1API GmbH,abuse@1api.net,https://1api.net
brubacher.net,1999-05-13,2024-03-14,2027-05-13,"Network Solutions, LLC",domain.operations@web.com,https://web.com
newtonestates.net,2006-09-13,2024-09-14,2025-09-13,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
ubt.edu.sa,,,,,,
1060.ru,2006-08-24,,2025-08-24,RU-CENTER-RU,,
dreamforge.us,2015-10-01,2024-09-15,2025-09-30,Tucows Domains Inc.,compliance@tucows.com,https://tucows.com
kpdirect.us,2013-05-09,2024-05-14,2025-05-08,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
jdsports.co.uk,1997-04-30,2017-07-19,2026-04-30,Team Blue Internet Services UK Limited [Tag = NAMESCO],,
cqoc.org,2001-10-22,2024-09-27,2025-10-22,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com
vvl.org,1999-03-09,2025-03-09,2026-03-09,OVH sas,abuse@ovh.net,https://ovh.net
map-icloud.net,2024-10-14,2024-12-29,2025-10-14,Register SPA,abuse@register.it,https://register.it
connectsolutionss.in,2022-12-14,2024-06-11,2025-12-14,"GoDaddy.com, LLC",,
mail.tele.dk,1995-03-08,,2025-03-31,Eurodns S.A,,
aak8.org,2005-04-04,2025-02-09,2026-04-04,"Domain.com, LLC",compliance@domain-inc.net,https://domain-inc.net
latabledesanges.fr,2010-11-04,2024-12-31,2025-11-04,IONOS SE,hostmaster@1und1.de,https://1und1.de
hsc.on.ca,2006-10-20,2018-02-22,2026-10-19,Grape Inc.,abuse@grape.ca,https://grape.ca
stu.materdei.org,1996-08-30,2018-01-15,2025-08-29,"Network Solutions, LLC",domain.operations@web.com,https://web.com
cooksandcompany.co.uk,2008-07-07,2025-01-01,2026-07-07,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,
thebizcoach.net,2009-03-19,2024-03-20,2025-03-19,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
institutolisi.org,2004-03-09,2025-03-10,2027-03-09,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
ciscato.edu.it,2019-01-04,2025-01-20,2026-01-04,Neen S.p.a.,,
pmwplus.com.au,,2024-12-15,,Domain Directors Pty Ltd trading as Instra,,
stv.org,1995-11-30,2024-09-22,2025-11-29,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
sumitronics.us,2019-09-13,2022-09-18,2025-09-13,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
mediationservicesllc.net,2008-06-06,2024-03-29,2025-03-28,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
lastst.com.au,,2025-01-03,,Synergy Wholesale Accreditations Pty Ltd,,
lrpartneriba.lv,,2025-03-12,,,,
saltconcepts.no,2011-10-19,2024-09-26,,,,
psi.ae,,,,,,
luminy.se,2023-01-19,2024-12-30,2026-01-19,1 Api GmbH,,
lwb-automation.de,,2020-04-06,,,,
soerink.nl,2001-10-22,2020-11-10,,Realtime Register,,
penguin.co.uk,1996-08-01,2024-09-06,2025-09-10,"CSC Corporate Domains, Inc [Tag = CSC-CORP-DOMAINS]",,
pcma.org,1996-07-02,2024-08-15,2025-07-01,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
telemail.dk,2015-12-22,,2025-12-31,,,
queueshoes.co.za,2009-03-27,2024-03-27,2025-03-27,xneelo (Pty) Ltd,support@xneelo.com,https://xneelo.com
chathamcountyga.gov,2016-01-21,2024-09-07,2025-01-21,get.gov,scraig@chathamcounty.org,https://chathamcounty.org
popevalley.net,2005-06-08,2024-06-09,2025-06-08,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
jobsender.sbs,2025-02-24,2025-02-25,2026-02-24,"NameSilo, LLC",abuse@namesilo.com,https://namesilo.com
albareda1995.es,,,,,,
arthesis.fr,1996-05-27,2024-12-04,2026-01-27,OVH,support@ovh.net,https://ovh.net
